,wind_direction,wind_speed,temperature,rel_humidity
2016-08-12 04:20:00,96.0,1.8,32.9,64.0
2016-08-12 04:40:00,96.0,1.8,32.9,64.0
2016-08-12 05:00:00,96.0,1.8,32.9,64.0
2016-08-12 05:20:00,96.0,1.8,32.9,64.0
2016-08-12 05:40:00,96.0,1.8,32.9,64.0
2016-08-12 06:00:00,50.0,2.1,34.2,60.0
2016-08-12 06:20:00,50.0,2.1,34.2,60.0
2016-08-12 06:40:00,50.0,2.1,34.2,60.0
2016-08-12 07:00:00,50.0,2.1,34.2,60.0
2016-08-12 07:20:00,50.0,2.1,34.2,60.0
2016-08-12 07:40:00,50.0,2.1,34.2,60.0
2016-08-12 08:00:00,50.0,2.1,34.2,60.0
2016-08-12 08:20:00,50.0,2.1,34.2,60.0
2016-08-12 08:40:00,50.0,2.1,34.2,60.0
2016-08-12 09:00:00,76.0,5.3,33.2,69.0
2016-08-12 09:20:00,76.0,5.3,33.2,69.0
2016-08-12 09:40:00,76.0,5.3,33.2,69.0
2016-08-12 10:00:00,76.0,5.3,33.2,69.0
2016-08-12 10:20:00,76.0,5.3,33.2,69.0
2016-08-12 10:40:00,76.0,5.3,33.2,69.0
2016-08-12 11:00:00,76.0,5.3,33.2,69.0
2016-08-12 11:20:00,76.0,5.3,33.2,69.0
2016-08-12 11:40:00,76.0,5.3,33.2,69.0
2016-08-12 12:00:00,63.0,3.0,31.1,76.0
2016-08-12 12:20:00,63.0,3.0,31.1,76.0
2016-08-12 12:40:00,63.0,3.0,31.1,76.0
2016-08-12 13:00:00,63.0,3.0,31.1,76.0
2016-08-12 13:20:00,63.0,3.0,31.1,76.0
2016-08-12 13:40:00,63.0,3.0,31.1,76.0
2016-08-12 14:00:00,63.0,3.0,31.1,76.0
2016-08-12 14:20:00,63.0,3.0,31.1,76.0
2016-08-12 14:40:00,63.0,3.0,31.1,76.0
2016-08-12 15:00:00,81.0,1.5,30.3,74.0
2016-08-12 15:20:00,81.0,1.5,30.3,74.0
2016-08-12 15:40:00,81.0,1.5,30.3,74.0
2016-08-12 16:00:00,81.0,1.5,30.3,74.0
2016-08-12 16:20:00,81.0,1.5,30.3,74.0
2016-08-12 16:40:00,81.0,1.5,30.3,74.0
2016-08-12 17:00:00,81.0,1.5,30.3,74.0
2016-08-12 17:20:00,81.0,1.5,30.3,74.0
2016-08-12 17:40:00,81.0,1.5,30.3,74.0
2016-08-12 18:00:00,244.0,0.7,28.4,83.0
2016-08-12 18:20:00,244.0,0.7,28.4,83.0
2016-08-12 18:40:00,244.0,0.7,28.4,83.0
2016-08-12 19:00:00,244.0,0.7,28.4,83.0
2016-08-12 19:20:00,244.0,0.7,28.4,83.0
2016-08-12 19:40:00,244.0,0.7,28.4,83.0
2016-08-12 20:00:00,244.0,0.7,28.4,83.0
2016-08-12 20:20:00,244.0,0.7,28.4,83.0
2016-08-12 20:40:00,244.0,0.7,28.4,83.0
2016-08-12 21:00:00,84.0,0.9,27.6,85.0
2016-08-12 21:20:00,84.0,0.9,27.6,85.0
2016-08-12 21:40:00,84.0,0.9,27.6,85.0
2016-08-12 22:00:00,84.0,0.9,27.6,85.0
2016-08-12 22:20:00,84.0,0.9,27.6,85.0
2016-08-12 22:40:00,84.0,0.9,27.6,85.0
2016-08-12 23:00:00,84.0,0.9,27.6,85.0
2016-08-12 23:20:00,84.0,0.9,27.6,85.0
2016-08-12 23:40:00,84.0,0.9,27.6,85.0
2016-08-13 00:00:00,77.0,2.4,31.9,68.0
2016-08-13 00:20:00,77.0,2.4,31.9,68.0
2016-08-13 00:40:00,77.0,2.4,31.9,68.0
2016-08-13 01:00:00,77.0,2.4,31.9,68.0
2016-08-13 01:20:00,77.0,2.4,31.9,68.0
2016-08-13 01:40:00,77.0,2.4,31.9,68.0
2016-08-13 02:00:00,77.0,2.4,31.9,68.0
2016-08-13 02:20:00,77.0,2.4,31.9,68.0
2016-08-13 02:40:00,77.0,2.4,31.9,68.0
2016-08-13 03:00:00,138.0,2.1,33.5,60.0
2016-08-13 03:20:00,138.0,2.1,33.5,60.0
2016-08-13 03:40:00,138.0,2.1,33.5,60.0
2016-08-13 04:00:00,138.0,2.1,33.5,60.0
2016-08-13 04:20:00,138.0,2.1,33.5,60.0
2016-08-13 04:40:00,138.0,2.1,33.5,60.0
2016-08-13 05:00:00,138.0,2.1,33.5,60.0
2016-08-13 05:20:00,138.0,2.1,33.5,60.0
2016-08-13 05:40:00,138.0,2.1,33.5,60.0
2016-08-13 06:00:00,137.0,1.4,35.1,58.0
2016-08-13 06:20:00,137.0,1.4,35.1,58.0
2016-08-13 06:40:00,137.0,1.4,35.1,58.0
2016-08-13 07:00:00,137.0,1.4,35.1,58.0
2016-08-13 07:20:00,137.0,1.4,35.1,58.0
2016-08-13 07:40:00,137.0,1.4,35.1,58.0
2016-08-13 08:00:00,137.0,1.4,35.1,58.0
2016-08-13 08:20:00,137.0,1.4,35.1,58.0
2016-08-13 08:40:00,137.0,1.4,35.1,58.0
2016-08-13 09:00:00,89.0,3.0,33.3,70.0
2016-08-13 09:20:00,89.0,3.0,33.3,70.0
2016-08-13 09:40:00,89.0,3.0,33.3,70.0
2016-08-13 10:00:00,89.0,3.0,33.3,70.0
2016-08-13 10:20:00,89.0,3.0,33.3,70.0
2016-08-13 10:40:00,89.0,3.0,33.3,70.0
2016-08-13 11:00:00,89.0,3.0,33.3,70.0
2016-08-13 11:20:00,89.0,3.0,33.3,70.0
2016-08-13 11:40:00,89.0,3.0,33.3,70.0
2016-08-13 12:00:00,78.0,2.7,31.6,75.0
2016-08-13 12:20:00,78.0,2.7,31.6,75.0
2016-08-13 12:40:00,78.0,2.7,31.6,75.0
2016-08-13 13:00:00,78.0,2.7,31.6,75.0
2016-08-13 13:20:00,78.0,2.7,31.6,75.0
2016-08-13 13:40:00,78.0,2.7,31.6,75.0
2016-08-13 14:00:00,78.0,2.7,31.6,75.0
2016-08-13 14:20:00,78.0,2.7,31.6,75.0
2016-08-13 14:40:00,78.0,2.7,31.6,75.0
2016-08-13 15:00:00,180.0,1.9,30.2,79.0
2016-08-13 15:20:00,180.0,1.9,30.2,79.0
2016-08-13 15:40:00,180.0,1.9,30.2,79.0
2016-08-13 16:00:00,180.0,1.9,30.2,79.0
2016-08-13 16:20:00,180.0,1.9,30.2,79.0
2016-08-13 16:40:00,180.0,1.9,30.2,79.0
2016-08-13 17:00:00,180.0,1.9,30.2,79.0
2016-08-13 17:20:00,180.0,1.9,30.2,79.0
2016-08-13 17:40:00,180.0,1.9,30.2,79.0
2016-08-13 18:00:00,124.0,1.1,29.2,81.0
2016-08-13 18:20:00,124.0,1.1,29.2,81.0
2016-08-13 18:40:00,124.0,1.1,29.2,81.0
2016-08-13 19:00:00,124.0,1.1,29.2,81.0
2016-08-13 19:20:00,124.0,1.1,29.2,81.0
2016-08-13 19:40:00,124.0,1.1,29.2,81.0
2016-08-13 20:00:00,124.0,1.1,29.2,81.0
2016-08-13 20:20:00,124.0,1.1,29.2,81.0
2016-08-13 20:40:00,124.0,1.1,29.2,81.0
2016-08-13 21:00:00,194.0,1.2,27.9,85.0
2016-08-13 21:20:00,194.0,1.2,27.9,85.0
2016-08-13 21:40:00,194.0,1.2,27.9,85.0
2016-08-13 22:00:00,194.0,1.2,27.9,85.0
2016-08-13 22:20:00,194.0,1.2,27.9,85.0
2016-08-13 22:40:00,194.0,1.2,27.9,85.0
2016-08-13 23:00:00,194.0,1.2,27.9,85.0
2016-08-13 23:20:00,194.0,1.2,27.9,85.0
2016-08-13 23:40:00,194.0,1.2,27.9,85.0
2016-08-14 00:00:00,120.0,1.2,31.6,68.0
2016-08-14 00:20:00,120.0,1.2,31.6,68.0
2016-08-14 00:40:00,120.0,1.2,31.6,68.0
2016-08-14 01:00:00,120.0,1.2,31.6,68.0
2016-08-14 01:20:00,120.0,1.2,31.6,68.0
2016-08-14 01:40:00,120.0,1.2,31.6,68.0
2016-08-14 02:00:00,120.0,1.2,31.6,68.0
2016-08-14 02:20:00,120.0,1.2,31.6,68.0
2016-08-14 02:40:00,120.0,1.2,31.6,68.0
2016-08-14 03:00:00,40.0,1.4,33.7,57.0
2016-08-14 03:20:00,40.0,1.4,33.7,57.0
2016-08-14 03:40:00,40.0,1.4,33.7,57.0
2016-08-14 04:00:00,40.0,1.4,33.7,57.0
2016-08-14 04:20:00,40.0,1.4,33.7,57.0
2016-08-14 04:40:00,40.0,1.4,33.7,57.0
2016-08-14 05:00:00,40.0,1.4,33.7,57.0
2016-08-14 05:20:00,40.0,1.4,33.7,57.0
2016-08-14 05:40:00,40.0,1.4,33.7,57.0
2016-08-14 06:00:00,52.0,3.4,35.2,51.0
2016-08-14 06:20:00,52.0,3.4,35.2,51.0
2016-08-14 06:40:00,52.0,3.4,35.2,51.0
2016-08-14 07:00:00,52.0,3.4,35.2,51.0
2016-08-14 07:20:00,52.0,3.4,35.2,51.0
2016-08-14 07:40:00,52.0,3.4,35.2,51.0
2016-08-14 08:00:00,52.0,3.4,35.2,51.0
2016-08-14 08:20:00,52.0,3.4,35.2,51.0
2016-08-14 08:40:00,52.0,3.4,35.2,51.0
2016-08-14 09:00:00,107.0,1.5,35.3,54.0
2016-08-14 09:20:00,107.0,1.5,35.3,54.0
2016-08-14 09:40:00,107.0,1.5,35.3,54.0
2016-08-14 10:00:00,107.0,1.5,35.3,54.0
2016-08-14 10:20:00,107.0,1.5,35.3,54.0
2016-08-14 10:40:00,107.0,1.5,35.3,54.0
2016-08-14 11:00:00,107.0,1.5,35.3,54.0
2016-08-14 11:20:00,107.0,1.5,35.3,54.0
2016-08-14 11:40:00,107.0,1.5,35.3,54.0
2016-08-14 12:00:00,66.0,2.3,31.2,74.0
2016-08-14 12:20:00,66.0,2.3,31.2,74.0
2016-08-14 12:40:00,66.0,2.3,31.2,74.0
2016-08-14 13:00:00,66.0,2.3,31.2,74.0
2016-08-14 13:20:00,66.0,2.3,31.2,74.0
2016-08-14 13:40:00,66.0,2.3,31.2,74.0
2016-08-14 14:00:00,66.0,2.3,31.2,74.0
2016-08-14 14:20:00,66.0,2.3,31.2,74.0
2016-08-14 14:40:00,66.0,2.3,31.2,74.0
2016-08-14 15:00:00,50.0,1.7,30.7,75.0
2016-08-14 15:20:00,50.0,1.7,30.7,75.0
2016-08-14 15:40:00,50.0,1.7,30.7,75.0
2016-08-14 16:00:00,50.0,1.7,30.7,75.0
2016-08-14 16:20:00,50.0,1.7,30.7,75.0
2016-08-14 16:40:00,50.0,1.7,30.7,75.0
2016-08-14 17:00:00,50.0,1.7,30.7,75.0
2016-08-14 17:20:00,50.0,1.7,30.7,75.0
2016-08-14 17:40:00,50.0,1.7,30.7,75.0
2016-08-14 18:00:00,316.0,1.0,28.8,82.0
2016-08-14 18:20:00,316.0,1.0,28.8,82.0
2016-08-14 18:40:00,316.0,1.0,28.8,82.0
2016-08-14 19:00:00,316.0,1.0,28.8,82.0
2016-08-14 19:20:00,316.0,1.0,28.8,82.0
2016-08-14 19:40:00,316.0,1.0,28.8,82.0
2016-08-14 20:00:00,316.0,1.0,28.8,82.0
2016-08-14 20:20:00,316.0,1.0,28.8,82.0
2016-08-14 20:40:00,316.0,1.0,28.8,82.0
2016-08-14 21:00:00,222.0,1.3,27.6,85.0
2016-08-14 21:20:00,222.0,1.3,27.6,85.0
2016-08-14 21:40:00,222.0,1.3,27.6,85.0
2016-08-14 22:00:00,222.0,1.3,27.6,85.0
2016-08-14 22:20:00,222.0,1.3,27.6,85.0
2016-08-14 22:40:00,222.0,1.3,27.6,85.0
2016-08-14 23:00:00,222.0,1.3,27.6,85.0
2016-08-14 23:20:00,222.0,1.3,27.6,85.0
2016-08-14 23:40:00,222.0,1.3,27.6,85.0
2016-08-15 00:00:00,169.0,2.0,30.6,74.0
2016-08-15 00:20:00,169.0,2.0,30.6,74.0
2016-08-15 00:40:00,169.0,2.0,30.6,74.0
2016-08-15 01:00:00,169.0,2.0,30.6,74.0
2016-08-15 01:20:00,169.0,2.0,30.6,74.0
2016-08-15 01:40:00,169.0,2.0,30.6,74.0
2016-08-15 02:00:00,169.0,2.0,30.6,74.0
2016-08-15 02:20:00,169.0,2.0,30.6,74.0
2016-08-15 02:40:00,169.0,2.0,30.6,74.0
2016-08-15 03:00:00,176.0,1.5,34.0,63.0
2016-08-15 03:20:00,176.0,1.5,34.0,63.0
2016-08-15 03:40:00,176.0,1.5,34.0,63.0
2016-08-15 04:00:00,176.0,1.5,34.0,63.0
2016-08-15 04:20:00,176.0,1.5,34.0,63.0
2016-08-15 04:40:00,176.0,1.5,34.0,63.0
2016-08-15 05:00:00,176.0,1.5,34.0,63.0
2016-08-15 05:20:00,176.0,1.5,34.0,63.0
2016-08-15 05:40:00,176.0,1.5,34.0,63.0
2016-08-15 06:00:00,94.0,1.5,36.0,52.0
2016-08-15 06:20:00,94.0,1.5,36.0,52.0
2016-08-15 06:40:00,94.0,1.5,36.0,52.0
2016-08-15 07:00:00,94.0,1.5,36.0,52.0
2016-08-15 07:20:00,94.0,1.5,36.0,52.0
2016-08-15 07:40:00,94.0,1.5,36.0,52.0
2016-08-15 08:00:00,94.0,1.5,36.0,52.0
2016-08-15 08:20:00,94.0,1.5,36.0,52.0
2016-08-15 08:40:00,94.0,1.5,36.0,52.0
2016-08-15 09:00:00,74.0,2.6,35.4,56.0
2016-08-15 09:20:00,74.0,2.6,35.4,56.0
2016-08-15 09:40:00,74.0,2.6,35.4,56.0
2016-08-15 10:00:00,74.0,2.6,35.4,56.0
2016-08-15 10:20:00,74.0,2.6,35.4,56.0
2016-08-15 10:40:00,74.0,2.6,35.4,56.0
2016-08-15 11:00:00,74.0,2.6,35.4,56.0
2016-08-15 11:20:00,74.0,2.6,35.4,56.0
2016-08-15 11:40:00,74.0,2.6,35.4,56.0
2016-08-15 12:00:00,95.0,2.4,31.7,73.0
2016-08-15 12:20:00,95.0,2.4,31.7,73.0
2016-08-15 12:40:00,95.0,2.4,31.7,73.0
2016-08-15 13:00:00,95.0,2.4,31.7,73.0
2016-08-15 13:20:00,95.0,2.4,31.7,73.0
2016-08-15 13:40:00,95.0,2.4,31.7,73.0
2016-08-15 14:00:00,95.0,2.4,31.7,73.0
2016-08-15 14:20:00,95.0,2.4,31.7,73.0
2016-08-15 14:40:00,95.0,2.4,31.7,73.0
2016-08-15 15:00:00,60.0,1.7,30.8,77.0
2016-08-15 15:20:00,60.0,1.7,30.8,77.0
2016-08-15 15:40:00,60.0,1.7,30.8,77.0
2016-08-15 16:00:00,60.0,1.7,30.8,77.0
2016-08-15 16:20:00,60.0,1.7,30.8,77.0
2016-08-15 16:40:00,60.0,1.7,30.8,77.0
2016-08-15 17:00:00,60.0,1.7,30.8,77.0
2016-08-15 17:20:00,60.0,1.7,30.8,77.0
2016-08-15 17:40:00,60.0,1.7,30.8,77.0
2016-08-15 18:00:00,296.0,1.9,29.1,84.0
2016-08-15 18:20:00,296.0,1.9,29.1,84.0
2016-08-15 18:40:00,296.0,1.9,29.1,84.0
2016-08-15 19:00:00,296.0,1.9,29.1,84.0
2016-08-15 19:20:00,296.0,1.9,29.1,84.0
2016-08-15 19:40:00,296.0,1.9,29.1,84.0
2016-08-15 20:00:00,296.0,1.9,29.1,84.0
2016-08-15 20:20:00,296.0,1.9,29.1,84.0
2016-08-15 20:40:00,296.0,1.9,29.1,84.0
2016-08-15 21:00:00,285.0,1.8,28.3,90.0
2016-08-15 21:20:00,285.0,1.8,28.3,90.0
2016-08-15 21:40:00,285.0,1.8,28.3,90.0
2016-08-15 22:00:00,285.0,1.8,28.3,90.0
2016-08-15 22:20:00,285.0,1.8,28.3,90.0
2016-08-15 22:40:00,285.0,1.8,28.3,90.0
2016-08-15 23:00:00,285.0,1.8,28.3,90.0
2016-08-15 23:20:00,285.0,1.8,28.3,90.0
2016-08-15 23:40:00,285.0,1.8,28.3,90.0
2016-08-16 00:00:00,356.0,2.0,31.5,74.0
2016-08-16 00:20:00,356.0,2.0,31.5,74.0
2016-08-16 00:40:00,356.0,2.0,31.5,74.0
2016-08-16 01:00:00,356.0,2.0,31.5,74.0
2016-08-16 01:20:00,356.0,2.0,31.5,74.0
2016-08-16 01:40:00,356.0,2.0,31.5,74.0
2016-08-16 02:00:00,356.0,2.0,31.5,74.0
2016-08-16 02:20:00,356.0,2.0,31.5,74.0
2016-08-16 02:40:00,356.0,2.0,31.5,74.0
2016-08-16 03:00:00,5.0,2.4,33.2,64.0
2016-08-16 03:20:00,5.0,2.4,33.2,64.0
2016-08-16 03:40:00,5.0,2.4,33.2,64.0
2016-08-16 04:00:00,5.0,2.4,33.2,64.0
2016-08-16 04:20:00,5.0,2.4,33.2,64.0
2016-08-16 04:40:00,5.0,2.4,33.2,64.0
2016-08-16 05:00:00,5.0,2.4,33.2,64.0
2016-08-16 05:20:00,5.0,2.4,33.2,64.0
2016-08-16 05:40:00,5.0,2.4,33.2,64.0
2016-08-16 06:00:00,71.0,3.0,35.8,47.0
2016-08-16 06:20:00,71.0,3.0,35.8,47.0
2016-08-16 06:40:00,71.0,3.0,35.8,47.0
2016-08-16 07:00:00,71.0,3.0,35.8,47.0
2016-08-16 07:20:00,71.0,3.0,35.8,47.0
2016-08-16 07:40:00,71.0,3.0,35.8,47.0
2016-08-16 08:00:00,71.0,3.0,35.8,47.0
2016-08-16 08:20:00,71.0,3.0,35.8,47.0
2016-08-16 08:40:00,71.0,3.0,35.8,47.0
2016-08-16 09:00:00,73.0,3.8,35.3,53.0
2016-08-16 09:20:00,73.0,3.8,35.3,53.0
2016-08-16 09:40:00,73.0,3.8,35.3,53.0
2016-08-16 10:00:00,73.0,3.8,35.3,53.0
2016-08-16 10:20:00,73.0,3.8,35.3,53.0
2016-08-16 10:40:00,73.0,3.8,35.3,53.0
2016-08-16 11:00:00,73.0,3.8,35.3,53.0
2016-08-16 11:20:00,73.0,3.8,35.3,53.0
2016-08-16 11:40:00,73.0,3.8,35.3,53.0
2016-08-16 12:00:00,89.0,2.9,32.1,64.0
2016-08-16 12:20:00,89.0,2.9,32.1,64.0
2016-08-16 12:40:00,89.0,2.9,32.1,64.0
2016-08-16 13:00:00,89.0,2.9,32.1,64.0
2016-08-16 13:20:00,89.0,2.9,32.1,64.0
2016-08-16 13:40:00,89.0,2.9,32.1,64.0
2016-08-16 14:00:00,89.0,2.9,32.1,64.0
2016-08-16 14:20:00,89.0,2.9,32.1,64.0
2016-08-16 14:40:00,89.0,2.9,32.1,64.0
2016-08-16 15:00:00,88.0,2.2,30.2,79.0
2016-08-16 15:20:00,88.0,2.2,30.2,79.0
2016-08-16 15:40:00,88.0,2.2,30.2,79.0
2016-08-16 16:00:00,88.0,2.2,30.2,79.0
2016-08-16 16:20:00,88.0,2.2,30.2,79.0
2016-08-16 16:40:00,88.0,2.2,30.2,79.0
2016-08-16 17:00:00,88.0,2.2,30.2,79.0
2016-08-16 17:20:00,88.0,2.2,30.2,79.0
2016-08-16 17:40:00,88.0,2.2,30.2,79.0
2016-08-16 18:00:00,57.0,2.1,29.5,83.0
2016-08-16 18:20:00,57.0,2.1,29.5,83.0
2016-08-16 18:40:00,57.0,2.1,29.5,83.0
2016-08-16 19:00:00,57.0,2.1,29.5,83.0
2016-08-16 19:20:00,57.0,2.1,29.5,83.0
2016-08-16 19:40:00,57.0,2.1,29.5,83.0
2016-08-16 20:00:00,57.0,2.1,29.5,83.0
2016-08-16 20:20:00,57.0,2.1,29.5,83.0
2016-08-16 20:40:00,57.0,2.1,29.5,83.0
2016-08-16 21:00:00,10.0,1.1,29.1,85.0
2016-08-16 21:20:00,10.0,1.1,29.1,85.0
2016-08-16 21:40:00,10.0,1.1,29.1,85.0
2016-08-16 22:00:00,10.0,1.1,29.1,85.0
2016-08-16 22:20:00,10.0,1.1,29.1,85.0
2016-08-16 22:40:00,10.0,1.1,29.1,85.0
2016-08-16 23:00:00,10.0,1.1,29.1,85.0
2016-08-16 23:20:00,10.0,1.1,29.1,85.0
2016-08-16 23:40:00,10.0,1.1,29.1,85.0
2016-08-17 00:00:00,307.0,1.3,29.5,84.0
2016-08-17 00:20:00,307.0,1.3,29.5,84.0
2016-08-17 00:40:00,307.0,1.3,29.5,84.0
2016-08-17 01:00:00,307.0,1.3,29.5,84.0
2016-08-17 01:20:00,307.0,1.3,29.5,84.0
2016-08-17 01:40:00,307.0,1.3,29.5,84.0
2016-08-17 02:00:00,307.0,1.3,29.5,84.0
2016-08-17 02:20:00,307.0,1.3,29.5,84.0
2016-08-17 02:40:00,307.0,1.3,29.5,84.0
2016-08-17 03:00:00,321.0,1.8,33.3,67.0
2016-08-17 03:20:00,321.0,1.8,33.3,67.0
2016-08-17 03:40:00,321.0,1.8,33.3,67.0
2016-08-17 04:00:00,321.0,1.8,33.3,67.0
2016-08-17 04:20:00,321.0,1.8,33.3,67.0
2016-08-17 04:40:00,321.0,1.8,33.3,67.0
2016-08-17 05:00:00,321.0,1.8,33.3,67.0
2016-08-17 05:20:00,321.0,1.8,33.3,67.0
2016-08-17 05:40:00,321.0,1.8,33.3,67.0
2016-08-17 06:00:00,100.0,2.9,36.0,51.0
2016-08-17 06:20:00,100.0,2.9,36.0,51.0
2016-08-17 06:40:00,100.0,2.9,36.0,51.0
2016-08-17 07:00:00,100.0,2.9,36.0,51.0
2016-08-17 07:20:00,100.0,2.9,36.0,51.0
2016-08-17 07:40:00,100.0,2.9,36.0,51.0
2016-08-17 08:00:00,100.0,2.9,36.0,51.0
2016-08-17 08:20:00,100.0,2.9,36.0,51.0
2016-08-17 08:40:00,100.0,2.9,36.0,51.0
2016-08-17 09:00:00,98.0,3.7,34.6,55.0
2016-08-17 09:20:00,98.0,3.7,34.6,55.0
2016-08-17 09:40:00,98.0,3.7,34.6,55.0
2016-08-17 10:00:00,98.0,3.7,34.6,55.0
2016-08-17 10:20:00,98.0,3.7,34.6,55.0
2016-08-17 10:40:00,98.0,3.7,34.6,55.0
2016-08-17 11:00:00,98.0,3.7,34.6,55.0
2016-08-17 11:20:00,98.0,3.7,34.6,55.0
2016-08-17 11:40:00,98.0,3.7,34.6,55.0
2016-08-17 12:00:00,93.0,2.5,31.7,67.0
2016-08-17 12:20:00,93.0,2.5,31.7,67.0
2016-08-17 12:40:00,93.0,2.5,31.7,67.0
2016-08-17 13:00:00,93.0,2.5,31.7,67.0
2016-08-17 13:20:00,93.0,2.5,31.7,67.0
2016-08-17 13:40:00,93.0,2.5,31.7,67.0
2016-08-17 14:00:00,93.0,2.5,31.7,67.0
2016-08-17 14:20:00,93.0,2.5,31.7,67.0
2016-08-17 14:40:00,93.0,2.5,31.7,67.0
2016-08-17 15:00:00,70.0,1.5,30.7,73.0
2016-08-17 15:20:00,70.0,1.5,30.7,73.0
2016-08-17 15:40:00,70.0,1.5,30.7,73.0
2016-08-17 16:00:00,70.0,1.5,30.7,73.0
2016-08-17 16:20:00,70.0,1.5,30.7,73.0
2016-08-17 16:40:00,70.0,1.5,30.7,73.0
2016-08-17 17:00:00,70.0,1.5,30.7,73.0
2016-08-17 17:20:00,70.0,1.5,30.7,73.0
2016-08-17 17:40:00,70.0,1.5,30.7,73.0
2016-08-17 18:00:00,40.0,1.7,29.6,78.0
2016-08-17 18:20:00,40.0,1.7,29.6,78.0
2016-08-17 18:40:00,40.0,1.7,29.6,78.0
2016-08-17 19:00:00,40.0,1.7,29.6,78.0
2016-08-17 19:20:00,40.0,1.7,29.6,78.0
2016-08-17 19:40:00,40.0,1.7,29.6,78.0
2016-08-17 20:00:00,40.0,1.7,29.6,78.0
2016-08-17 20:20:00,40.0,1.7,29.6,78.0
2016-08-17 20:40:00,40.0,1.7,29.6,78.0
2016-08-17 21:00:00,323.0,1.6,27.9,86.0
2016-08-17 21:20:00,323.0,1.6,27.9,86.0
2016-08-17 21:40:00,323.0,1.6,27.9,86.0
2016-08-17 22:00:00,323.0,1.6,27.9,86.0
2016-08-17 22:20:00,323.0,1.6,27.9,86.0
2016-08-17 22:40:00,323.0,1.6,27.9,86.0
2016-08-17 23:00:00,323.0,1.6,27.9,86.0
2016-08-17 23:20:00,323.0,1.6,27.9,86.0
2016-08-17 23:40:00,323.0,1.6,27.9,86.0
2016-08-18 00:00:00,184.0,2.3,30.6,75.0
2016-08-18 00:20:00,184.0,2.3,30.6,75.0
2016-08-18 00:40:00,184.0,2.3,30.6,75.0
2016-08-18 01:00:00,184.0,2.3,30.6,75.0
2016-08-18 01:20:00,184.0,2.3,30.6,75.0
2016-08-18 01:40:00,184.0,2.3,30.6,75.0
2016-08-18 02:00:00,184.0,2.3,30.6,75.0
2016-08-18 02:20:00,184.0,2.3,30.6,75.0
2016-08-18 02:40:00,184.0,2.3,30.6,75.0
2016-08-18 03:00:00,130.0,2.3,34.5,56.0
2016-08-18 03:20:00,130.0,2.3,34.5,56.0
2016-08-18 03:40:00,130.0,2.3,34.5,56.0
2016-08-18 04:00:00,130.0,2.3,34.5,56.0
2016-08-18 04:20:00,130.0,2.3,34.5,56.0
2016-08-18 04:40:00,130.0,2.3,34.5,56.0
2016-08-18 05:00:00,130.0,2.3,34.5,56.0
2016-08-18 05:20:00,130.0,2.3,34.5,56.0
2016-08-18 05:40:00,130.0,2.3,34.5,56.0
2016-08-18 06:00:00,212.0,3.1,36.7,46.0
2016-08-18 06:20:00,212.0,3.1,36.7,46.0
2016-08-18 06:40:00,212.0,3.1,36.7,46.0
2016-08-18 07:00:00,212.0,3.1,36.7,46.0
2016-08-18 07:20:00,212.0,3.1,36.7,46.0
2016-08-18 07:40:00,212.0,3.1,36.7,46.0
2016-08-18 08:00:00,212.0,3.1,36.7,46.0
2016-08-18 08:20:00,212.0,3.1,36.7,46.0
2016-08-18 08:40:00,212.0,3.1,36.7,46.0
2016-08-18 09:00:00,113.0,4.3,36.5,52.0
2016-08-18 09:20:00,113.0,4.3,36.5,52.0
2016-08-18 09:40:00,113.0,4.3,36.5,52.0
2016-08-18 10:00:00,113.0,4.3,36.5,52.0
2016-08-18 10:20:00,113.0,4.3,36.5,52.0
2016-08-18 10:40:00,113.0,4.3,36.5,52.0
2016-08-18 11:00:00,113.0,4.3,36.5,52.0
2016-08-18 11:20:00,113.0,4.3,36.5,52.0
2016-08-18 11:40:00,113.0,4.3,36.5,52.0
2016-08-18 12:00:00,85.0,2.9,32.5,70.0
2016-08-18 12:20:00,85.0,2.9,32.5,70.0
2016-08-18 12:40:00,85.0,2.9,32.5,70.0
2016-08-18 13:00:00,85.0,2.9,32.5,70.0
2016-08-18 13:20:00,85.0,2.9,32.5,70.0
2016-08-18 13:40:00,85.0,2.9,32.5,70.0
2016-08-18 14:00:00,85.0,2.9,32.5,70.0
2016-08-18 14:20:00,85.0,2.9,32.5,70.0
2016-08-18 14:40:00,85.0,2.9,32.5,70.0
2016-08-18 15:00:00,74.0,1.8,31.6,75.0
2016-08-18 15:20:00,74.0,1.8,31.6,75.0
2016-08-18 15:40:00,74.0,1.8,31.6,75.0
2016-08-18 16:00:00,74.0,1.8,31.6,75.0
2016-08-18 16:20:00,74.0,1.8,31.6,75.0
2016-08-18 16:40:00,74.0,1.8,31.6,75.0
2016-08-18 17:00:00,74.0,1.8,31.6,75.0
2016-08-18 17:20:00,74.0,1.8,31.6,75.0
2016-08-18 17:40:00,74.0,1.8,31.6,75.0
2016-08-18 18:00:00,210.0,0.4,29.9,83.0
2016-08-18 18:20:00,210.0,0.4,29.9,83.0
2016-08-18 18:40:00,210.0,0.4,29.9,83.0
2016-08-18 19:00:00,210.0,0.4,29.9,83.0
2016-08-18 19:20:00,210.0,0.4,29.9,83.0
2016-08-18 19:40:00,210.0,0.4,29.9,83.0
2016-08-18 20:00:00,210.0,0.4,29.9,83.0
2016-08-18 20:20:00,210.0,0.4,29.9,83.0
